event_id,timestamp,sender,recipient,subject,attachment_type,url_count,phishing_score,delivered_flag,clicked_flag
mail_evt_000021,2026-01-01T00:21:00+00:00,sender21@synthetic-mail.example,user_0280,Synthetic business message,zip,4,50,True,False
mail_evt_000022,2026-01-01T00:22:00+00:00,sender22@synthetic-mail.example,user_0202,Synthetic business message,docx,1,20,True,False
mail_evt_000023,2026-01-01T00:23:00+00:00,sender23@synthetic-mail.example,user_0350,Synthetic business message,none,4,5,True,False
mail_evt_000024,2026-01-01T00:24:00+00:00,sender24@synthetic-mail.example,user_0349,Synthetic business message,zip,3,51,True,False
mail_evt_000025,2026-01-01T00:25:00+00:00,sender25@synthetic-mail.example,user_0406,Synthetic business message,zip,1,35,True,False
mail_evt_000026,2026-01-01T00:26:00+00:00,sender26@synthetic-mail.example,user_0366,Synthetic business message,pdf,1,16,True,False
mail_evt_000027,2026-01-01T00:27:00+00:00,sender27@synthetic-mail.example,user_0014,Synthetic business message,pdf,2,43,True,False
mail_evt_000028,2026-01-01T00:28:00+00:00,sender28@synthetic-mail.example,user_0011,Synthetic business message,zip,2,3,True,False
mail_evt_000029,2026-01-01T00:29:00+00:00,sender29@synthetic-mail.example,user_0276,Synthetic business message,pdf,0,33,True,False
mail_evt_000030,2026-01-01T00:30:00+00:00,sender30@synthetic-mail.example,user_0270,Synthetic business message,none,1,30,True,False
mail_evt_000031,2026-01-01T00:31:00+00:00,sender31@synthetic-mail.example,user_0212,Synthetic business message,none,1,11,True,False
mail_evt_000032,2026-01-01T00:32:00+00:00,sender32@synthetic-mail.example,user_0475,Synthetic business message,none,2,11,True,False
mail_evt_000033,2026-01-01T00:33:00+00:00,sender33@synthetic-mail.example,user_0271,Synthetic business message,none,4,39,True,False
mail_evt_000034,2026-01-01T00:34:00+00:00,sender34@synthetic-mail.example,user_0229,Synthetic business message,zip,0,44,True,False
mail_evt_000035,2026-01-01T00:35:00+00:00,sender35@synthetic-mail.example,user_0492,Synthetic business message,pdf,0,13,True,False
mail_evt_000036,2026-01-01T00:36:00+00:00,sender36@synthetic-mail.example,user_0142,Synthetic business message,zip,3,14,True,False
mail_evt_000037,2026-01-01T00:37:00+00:00,sender37@synthetic-mail.example,user_0274,Synthetic business message,zip,1,43,True,False
mail_evt_000038,2026-01-01T00:38:00+00:00,sender38@synthetic-mail.example,user_0349,Synthetic business message,pdf,1,47,True,False
mail_evt_000039,2026-01-01T00:39:00+00:00,sender39@synthetic-mail.example,user_0264,Synthetic business message,none,3,6,True,False
mail_evt_000040,2026-01-01T00:40:00+00:00,sender40@synthetic-mail.example,user_0472,Synthetic business message,zip,4,4,True,False
mail_evt_000041,2026-01-01T00:41:00+00:00,sender41@synthetic-mail.example,user_0213,Synthetic business message,zip,1,2,True,False
mail_evt_000042,2026-01-01T00:42:00+00:00,sender42@synthetic-mail.example,user_0312,Synthetic business message,docx,3,16,True,False
mail_evt_000043,2026-01-01T00:43:00+00:00,sender43@synthetic-mail.example,user_0440,Synthetic business message,zip,0,36,True,False
mail_evt_000044,2026-01-01T00:44:00+00:00,sender44@synthetic-mail.example,user_0151,Synthetic business message,none,1,33,True,False
mail_evt_000045,2026-01-01T00:45:00+00:00,sender45@synthetic-mail.example,user_0046,Synthetic business message,pdf,2,40,True,False
mail_evt_000046,2026-01-01T00:46:00+00:00,sender46@synthetic-mail.example,user_0404,Synthetic business message,pdf,4,5,True,False
mail_evt_000047,2026-01-01T00:47:00+00:00,sender47@synthetic-mail.example,user_0401,Synthetic business message,zip,3,49,True,False
mail_evt_000048,2026-01-01T00:48:00+00:00,sender48@synthetic-mail.example,user_0121,Synthetic business message,pdf,2,9,True,False
mail_evt_000049,2026-01-01T00:49:00+00:00,sender49@synthetic-mail.example,user_0265,Synthetic business message,none,1,10,True,False
mail_evt_000050,2026-01-01T00:50:00+00:00,sender50@synthetic-mail.example,user_0080,Synthetic business message,pdf,3,36,True,False
mail_evt_000051,2026-01-01T00:51:00+00:00,sender51@synthetic-mail.example,user_0265,Synthetic business message,pdf,1,21,True,False
mail_evt_000052,2026-01-01T00:52:00+00:00,sender52@synthetic-mail.example,user_0121,Synthetic business message,zip,0,15,True,False
mail_evt_000053,2026-01-01T00:53:00+00:00,sender53@synthetic-mail.example,user_0260,Synthetic business message,zip,2,13,True,False
mail_evt_000054,2026-01-01T00:54:00+00:00,sender54@synthetic-mail.example,user_0448,Synthetic business message,pdf,3,11,True,False
mail_evt_000055,2026-01-01T00:55:00+00:00,sender55@synthetic-mail.example,user_0102,Synthetic business message,zip,0,2,True,False
mail_evt_000056,2026-01-01T00:56:00+00:00,sender56@synthetic-mail.example,user_0354,Synthetic business message,none,2,9,True,False
mail_evt_000057,2026-01-01T00:57:00+00:00,sender57@synthetic-mail.example,user_0004,Synthetic business message,docx,3,49,True,False
mail_evt_000058,2026-01-01T00:58:00+00:00,sender58@synthetic-mail.example,user_0179,Synthetic business message,docx,2,28,True,False
mail_evt_000059,2026-01-01T00:59:00+00:00,sender59@synthetic-mail.example,user_0379,Synthetic business message,none,4,20,True,False
mail_evt_000060,2026-01-01T01:00:00+00:00,sender60@synthetic-mail.example,user_0176,Synthetic business message,none,1,9,True,False
mail_evt_000061,2026-01-01T01:01:00+00:00,sender61@synthetic-mail.example,user_0436,Synthetic business message,zip,3,14,True,False
mail_evt_000062,2026-01-01T01:02:00+00:00,sender62@synthetic-mail.example,user_0073,Synthetic business message,none,3,8,True,False
mail_evt_000063,2026-01-01T01:03:00+00:00,sender63@synthetic-mail.example,user_0098,Synthetic business message,docx,3,15,True,False
mail_evt_000064,2026-01-01T01:04:00+00:00,sender64@synthetic-mail.example,user_0042,Synthetic business message,none,3,27,True,False
mail_evt_000065,2026-01-01T01:05:00+00:00,sender65@synthetic-mail.example,user_0246,Synthetic business message,none,2,32,True,False
mail_evt_000066,2026-01-01T01:06:00+00:00,sender66@synthetic-mail.example,user_0190,Synthetic business message,zip,2,6,True,False
mail_evt_000067,2026-01-01T01:07:00+00:00,sender67@synthetic-mail.example,user_0359,Synthetic business message,pdf,4,22,True,False
mail_evt_000068,2026-01-01T01:08:00+00:00,sender68@synthetic-mail.example,user_0373,Synthetic business message,zip,0,10,True,False
mail_evt_000069,2026-01-01T01:09:00+00:00,sender69@synthetic-mail.example,user_0344,Synthetic business message,pdf,4,25,True,False
mail_evt_000070,2026-01-01T01:10:00+00:00,sender70@synthetic-mail.example,user_0051,Synthetic business message,zip,3,14,True,False
mail_evt_000071,2026-01-01T01:11:00+00:00,sender71@synthetic-mail.example,user_0421,Synthetic business message,none,0,23,True,False
mail_evt_000072,2026-01-01T01:12:00+00:00,sender72@synthetic-mail.example,user_0185,Synthetic business message,none,0,22,True,False
mail_evt_000073,2026-01-01T01:13:00+00:00,sender73@synthetic-mail.example,user_0360,Synthetic business message,zip,3,53,True,False
mail_evt_000074,2026-01-01T01:14:00+00:00,sender74@synthetic-mail.example,user_0058,Synthetic business message,none,4,42,True,False
mail_evt_000075,2026-01-01T01:15:00+00:00,sender75@synthetic-mail.example,user_0291,Synthetic business message,pdf,3,24,True,False
mail_evt_000076,2026-01-01T01:16:00+00:00,sender76@synthetic-mail.example,user_0189,Synthetic business message,pdf,0,11,True,False
mail_evt_000077,2026-01-01T01:17:00+00:00,sender77@synthetic-mail.example,user_0303,Synthetic business message,none,1,18,True,False
mail_evt_000078,2026-01-01T01:18:00+00:00,sender78@synthetic-mail.example,user_0072,Synthetic business message,pdf,1,4,True,False
mail_evt_000079,2026-01-01T01:19:00+00:00,sender79@synthetic-mail.example,user_0256,Synthetic business message,none,0,5,True,False
mail_evt_000080,2026-01-01T01:20:00+00:00,sender80@synthetic-mail.example,user_0483,Synthetic business message,pdf,4,44,True,False
mail_evt_000081,2026-01-01T01:21:00+00:00,sender81@synthetic-mail.example,user_0003,Synthetic business message,zip,0,18,True,False
mail_evt_000082,2026-01-01T01:22:00+00:00,sender82@synthetic-mail.example,user_0374,Synthetic business message,pdf,0,50,True,False
mail_evt_000083,2026-01-01T01:23:00+00:00,sender83@synthetic-mail.example,user_0016,Synthetic business message,pdf,4,4,True,False
mail_evt_000084,2026-01-01T01:24:00+00:00,sender84@synthetic-mail.example,user_0357,Synthetic business message,zip,0,35,True,False
mail_evt_000085,2026-01-01T01:25:00+00:00,sender85@synthetic-mail.example,user_0428,Synthetic business message,pdf,1,40,True,False
mail_evt_000086,2026-01-01T01:26:00+00:00,sender86@synthetic-mail.example,user_0101,Synthetic business message,docx,2,32,True,False
mail_evt_000087,2026-01-01T01:27:00+00:00,sender87@synthetic-mail.example,user_0092,Synthetic business message,docx,2,44,True,False
mail_evt_000088,2026-01-01T01:28:00+00:00,sender88@synthetic-mail.example,user_0366,Synthetic business message,pdf,4,44,True,False
mail_evt_000089,2026-01-01T01:29:00+00:00,sender89@synthetic-mail.example,user_0253,Synthetic business message,zip,4,10,True,False
mail_evt_000090,2026-01-01T01:30:00+00:00,sender90@synthetic-mail.example,user_0459,Synthetic business message,zip,3,1,True,False
mail_evt_000091,2026-01-01T01:31:00+00:00,sender91@synthetic-mail.example,user_0351,Synthetic business message,zip,3,45,True,False
mail_evt_000092,2026-01-01T01:32:00+00:00,sender92@synthetic-mail.example,user_0124,Synthetic business message,zip,0,2,True,False
mail_evt_000093,2026-01-01T01:33:00+00:00,sender93@synthetic-mail.example,user_0477,Synthetic business message,docx,3,29,True,False
mail_evt_000094,2026-01-01T01:34:00+00:00,sender94@synthetic-mail.example,user_0470,Synthetic business message,zip,4,37,True,False
mail_evt_000095,2026-01-01T01:35:00+00:00,sender95@synthetic-mail.example,user_0289,Synthetic business message,none,1,53,True,False
mail_evt_000096,2026-01-01T01:36:00+00:00,sender96@synthetic-mail.example,user_0464,Synthetic business message,none,2,35,True,False
mail_evt_000097,2026-01-01T01:37:00+00:00,sender97@synthetic-mail.example,user_0050,Synthetic business message,pdf,1,6,True,False
mail_evt_000098,2026-01-01T01:38:00+00:00,sender98@synthetic-mail.example,user_0243,Synthetic business message,docx,4,41,True,False
mail_evt_000099,2026-01-01T01:39:00+00:00,sender99@synthetic-mail.example,user_0386,Synthetic business message,zip,1,28,True,False
mail_evt_000100,2026-01-01T01:40:00+00:00,sender100@synthetic-mail.example,user_0222,Synthetic business message,pdf,4,11,True,False
mail_evt_000101,2026-01-01T01:41:00+00:00,sender101@synthetic-mail.example,user_0297,Synthetic business message,docx,1,23,True,False
mail_evt_000102,2026-01-01T01:42:00+00:00,sender102@synthetic-mail.example,user_0281,Synthetic business message,docx,3,18,True,False
mail_evt_000103,2026-01-01T01:43:00+00:00,sender103@synthetic-mail.example,user_0379,Synthetic business message,zip,3,17,True,False
mail_evt_000104,2026-01-01T01:44:00+00:00,sender104@synthetic-mail.example,user_0467,Synthetic business message,pdf,3,34,True,False
mail_evt_000105,2026-01-01T01:45:00+00:00,sender105@synthetic-mail.example,user_0187,Synthetic business message,docx,1,12,True,False
mail_evt_000106,2026-01-01T01:46:00+00:00,sender106@synthetic-mail.example,user_0341,Synthetic business message,none,2,21,True,False
mail_evt_000107,2026-01-01T01:47:00+00:00,sender107@synthetic-mail.example,user_0491,Synthetic business message,zip,4,40,True,False
mail_evt_000108,2026-01-01T01:48:00+00:00,sender108@synthetic-mail.example,user_0119,Synthetic business message,pdf,0,5,True,False
mail_evt_000109,2026-01-01T01:49:00+00:00,sender109@synthetic-mail.example,user_0433,Synthetic business message,docx,4,41,True,False
mail_evt_000110,2026-01-01T01:50:00+00:00,sender110@synthetic-mail.example,user_0213,Synthetic business message,zip,1,44,True,False
mail_evt_000111,2026-01-01T01:51:00+00:00,sender111@synthetic-mail.example,user_0117,Synthetic business message,pdf,1,29,True,True
mail_evt_000112,2026-01-01T01:52:00+00:00,sender112@synthetic-mail.example,user_0104,Synthetic business message,zip,3,20,True,False
mail_evt_000113,2026-01-01T01:53:00+00:00,sender113@synthetic-mail.example,user_0006,Synthetic business message,zip,2,16,True,False
mail_evt_000114,2026-01-01T01:54:00+00:00,sender114@synthetic-mail.example,user_0029,Synthetic business message,zip,3,26,True,False
mail_evt_000115,2026-01-01T01:55:00+00:00,sender115@synthetic-mail.example,user_0019,Synthetic business message,docx,1,16,True,False
mail_evt_000116,2026-01-01T01:56:00+00:00,sender116@synthetic-mail.example,user_0192,Synthetic business message,zip,4,30,True,False
mail_evt_000117,2026-01-01T01:57:00+00:00,sender117@synthetic-mail.example,user_0200,Synthetic business message,pdf,0,3,True,False
mail_evt_000118,2026-01-01T01:58:00+00:00,sender118@synthetic-mail.example,user_0410,Synthetic business message,docx,3,36,True,False
mail_evt_000119,2026-01-01T01:59:00+00:00,sender119@synthetic-mail.example,user_0154,Synthetic business message,none,2,28,True,False
mail_evt_000120,2026-01-01T02:00:00+00:00,sender120@synthetic-mail.example,user_0461,Synthetic business message,zip,0,12,True,False
mail_evt_000121,2026-01-01T02:01:00+00:00,sender121@synthetic-mail.example,user_0067,Synthetic business message,docx,1,50,True,False
mail_evt_000122,2026-01-01T02:02:00+00:00,sender122@synthetic-mail.example,user_0105,Synthetic business message,pdf,2,27,True,False
mail_evt_000123,2026-01-01T02:03:00+00:00,sender123@synthetic-mail.example,user_0282,Synthetic business message,pdf,4,38,True,False
mail_evt_000124,2026-01-01T02:04:00+00:00,sender124@synthetic-mail.example,user_0140,Synthetic business message,docx,3,36,True,False
mail_evt_000125,2026-01-01T02:05:00+00:00,sender125@synthetic-mail.example,user_0154,Synthetic business message,pdf,2,44,True,False
mail_evt_000126,2026-01-01T02:06:00+00:00,sender126@synthetic-mail.example,user_0468,Synthetic business message,docx,1,17,True,False
mail_evt_000127,2026-01-01T02:07:00+00:00,sender127@synthetic-mail.example,user_0295,Synthetic business message,none,2,20,True,False
mail_evt_000128,2026-01-01T02:08:00+00:00,sender128@synthetic-mail.example,user_0289,Synthetic business message,pdf,3,36,True,False
mail_evt_000129,2026-01-01T02:09:00+00:00,sender129@synthetic-mail.example,user_0495,Synthetic business message,none,2,37,True,False
mail_evt_000130,2026-01-01T02:10:00+00:00,sender130@synthetic-mail.example,user_0439,Synthetic business message,pdf,1,2,True,False
mail_evt_000131,2026-01-01T02:11:00+00:00,sender131@synthetic-mail.example,user_0013,Synthetic business message,docx,1,5,True,False
mail_evt_000132,2026-01-01T02:12:00+00:00,sender132@synthetic-mail.example,user_0081,Synthetic business message,none,0,51,True,False
mail_evt_000133,2026-01-01T02:13:00+00:00,sender133@synthetic-mail.example,user_0010,Synthetic business message,none,2,16,True,False
mail_evt_000134,2026-01-01T02:14:00+00:00,sender134@synthetic-mail.example,user_0054,Synthetic business message,pdf,4,50,True,False
mail_evt_000135,2026-01-01T02:15:00+00:00,sender135@synthetic-mail.example,user_0156,Synthetic business message,docx,3,15,True,False
mail_evt_000136,2026-01-01T02:16:00+00:00,sender136@synthetic-mail.example,user_0174,Synthetic business message,pdf,0,27,True,False
mail_evt_000137,2026-01-01T02:17:00+00:00,sender137@synthetic-mail.example,user_0273,Synthetic business message,none,2,54,True,False
mail_evt_000138,2026-01-01T02:18:00+00:00,sender138@synthetic-mail.example,user_0233,Synthetic business message,none,0,52,True,False
mail_evt_000139,2026-01-01T02:19:00+00:00,sender139@synthetic-mail.example,user_0280,Synthetic business message,zip,1,37,True,False
mail_evt_000140,2026-01-01T02:20:00+00:00,sender140@synthetic-mail.example,user_0052,Synthetic business message,pdf,0,5,True,False
mail_evt_000141,2026-01-01T02:21:00+00:00,sender141@synthetic-mail.example,user_0400,Synthetic business message,pdf,2,39,True,False
mail_evt_000142,2026-01-01T02:22:00+00:00,sender142@synthetic-mail.example,user_0136,Synthetic business message,docx,4,53,True,False
mail_evt_000143,2026-01-01T02:23:00+00:00,sender143@synthetic-mail.example,user_0415,Synthetic business message,pdf,2,12,True,False
mail_evt_000144,2026-01-01T02:24:00+00:00,sender144@synthetic-mail.example,user_0065,Synthetic business message,pdf,3,17,True,False
mail_evt_000145,2026-01-01T02:25:00+00:00,sender145@synthetic-mail.example,user_0481,Synthetic business message,none,3,49,True,False
mail_evt_000146,2026-01-01T02:26:00+00:00,sender146@synthetic-mail.example,user_0264,Synthetic business message,docx,2,23,True,False
mail_evt_000147,2026-01-01T02:27:00+00:00,sender147@synthetic-mail.example,user_0002,Synthetic business message,none,0,23,True,False
mail_evt_000148,2026-01-01T02:28:00+00:00,sender148@synthetic-mail.example,user_0483,Synthetic business message,none,3,25,True,False
mail_evt_000149,2026-01-01T02:29:00+00:00,sender149@synthetic-mail.example,user_0044,Synthetic business message,none,3,53,True,False
mail_evt_000150,2026-01-01T02:30:00+00:00,sender150@synthetic-mail.example,user_0450,Synthetic business message,zip,0,21,True,False
mail_evt_000151,2026-01-01T02:31:00+00:00,sender151@synthetic-mail.example,user_0312,Synthetic business message,none,0,18,True,False
mail_evt_000152,2026-01-01T02:32:00+00:00,sender152@synthetic-mail.example,user_0187,Synthetic business message,zip,2,45,True,False
mail_evt_000153,2026-01-01T02:33:00+00:00,sender153@synthetic-mail.example,user_0346,Synthetic business message,zip,1,47,True,False
mail_evt_000154,2026-01-01T02:34:00+00:00,sender154@synthetic-mail.example,user_0210,Synthetic business message,pdf,3,3,True,False
mail_evt_000155,2026-01-01T02:35:00+00:00,sender155@synthetic-mail.example,user_0349,Synthetic business message,docx,1,45,True,False
mail_evt_000156,2026-01-01T02:36:00+00:00,sender156@synthetic-mail.example,user_0328,Synthetic business message,docx,0,18,True,False
mail_evt_000157,2026-01-01T02:37:00+00:00,sender157@synthetic-mail.example,user_0100,Synthetic business message,docx,3,42,True,True
mail_evt_000158,2026-01-01T02:38:00+00:00,sender158@synthetic-mail.example,user_0232,Synthetic business message,none,4,31,True,False
mail_evt_000159,2026-01-01T02:39:00+00:00,sender159@synthetic-mail.example,user_0068,Synthetic business message,zip,2,19,True,False
mail_evt_000160,2026-01-01T02:40:00+00:00,sender160@synthetic-mail.example,user_0457,Synthetic business message,docx,2,45,True,False
mail_evt_000161,2026-01-01T02:41:00+00:00,sender161@synthetic-mail.example,user_0100,Synthetic business message,docx,1,54,True,False
mail_evt_000162,2026-01-01T02:42:00+00:00,sender162@synthetic-mail.example,user_0202,Synthetic business message,docx,3,54,True,False
mail_evt_000163,2026-01-01T02:43:00+00:00,sender163@synthetic-mail.example,user_0126,Synthetic business message,zip,3,21,True,False
mail_evt_000164,2026-01-01T02:44:00+00:00,sender164@synthetic-mail.example,user_0018,Synthetic business message,pdf,2,54,True,False
mail_evt_000165,2026-01-01T02:45:00+00:00,sender165@synthetic-mail.example,user_0097,Synthetic business message,pdf,1,37,True,False
mail_evt_000166,2026-01-01T02:46:00+00:00,sender166@synthetic-mail.example,user_0218,Synthetic business message,zip,1,22,True,False
mail_evt_000167,2026-01-01T02:47:00+00:00,sender167@synthetic-mail.example,user_0030,Synthetic business message,none,2,40,True,False
mail_evt_000168,2026-01-01T02:48:00+00:00,sender168@synthetic-mail.example,user_0041,Synthetic business message,zip,0,41,True,False
mail_evt_000169,2026-01-01T02:49:00+00:00,sender169@synthetic-mail.example,user_0037,Synthetic business message,pdf,4,15,True,False
mail_evt_000170,2026-01-01T02:50:00+00:00,sender170@synthetic-mail.example,user_0304,Synthetic business message,zip,2,25,True,False
mail_evt_000171,2026-01-01T02:51:00+00:00,sender171@synthetic-mail.example,user_0090,Synthetic business message,none,0,9,True,True
mail_evt_000172,2026-01-01T02:52:00+00:00,sender172@synthetic-mail.example,user_0337,Synthetic business message,docx,2,8,True,False
mail_evt_000173,2026-01-01T02:53:00+00:00,sender173@synthetic-mail.example,user_0303,Synthetic business message,none,0,28,True,False
mail_evt_000174,2026-01-01T02:54:00+00:00,sender174@synthetic-mail.example,user_0454,Synthetic business message,pdf,4,54,True,False
mail_evt_000175,2026-01-01T02:55:00+00:00,sender175@synthetic-mail.example,user_0246,Synthetic business message,docx,3,12,True,False
mail_evt_000176,2026-01-01T02:56:00+00:00,sender176@synthetic-mail.example,user_0264,Synthetic business message,docx,3,18,True,False
mail_evt_000177,2026-01-01T02:57:00+00:00,sender177@synthetic-mail.example,user_0060,Synthetic business message,pdf,0,50,True,False
mail_evt_000178,2026-01-01T02:58:00+00:00,sender178@synthetic-mail.example,user_0345,Synthetic business message,zip,3,45,True,False
mail_evt_000179,2026-01-01T02:59:00+00:00,sender179@synthetic-mail.example,user_0114,Synthetic business message,docx,0,42,True,False
mail_evt_000180,2026-01-01T03:00:00+00:00,sender180@synthetic-mail.example,user_0334,Synthetic business message,pdf,0,39,True,False
mail_evt_000181,2026-01-01T03:01:00+00:00,sender181@synthetic-mail.example,user_0022,Synthetic business message,pdf,3,8,True,False
mail_evt_000182,2026-01-01T03:02:00+00:00,sender182@synthetic-mail.example,user_0004,Synthetic business message,zip,3,40,True,False
mail_evt_000183,2026-01-01T03:03:00+00:00,sender183@synthetic-mail.example,user_0191,Synthetic business message,zip,0,39,True,False
mail_evt_000184,2026-01-01T03:04:00+00:00,sender184@synthetic-mail.example,user_0315,Synthetic business message,pdf,0,41,True,False
mail_evt_000185,2026-01-01T03:05:00+00:00,sender185@synthetic-mail.example,user_0215,Synthetic business message,docx,1,42,True,False
mail_evt_000186,2026-01-01T03:06:00+00:00,sender186@synthetic-mail.example,user_0077,Synthetic business message,docx,1,20,True,False
mail_evt_000187,2026-01-01T03:07:00+00:00,sender187@synthetic-mail.example,user_0145,Synthetic business message,zip,4,29,True,False
mail_evt_000188,2026-01-01T03:08:00+00:00,sender188@synthetic-mail.example,user_0426,Synthetic business message,zip,0,20,True,False
mail_evt_000189,2026-01-01T03:09:00+00:00,sender189@synthetic-mail.example,user_0329,Synthetic business message,zip,1,4,True,False
mail_evt_000190,2026-01-01T03:10:00+00:00,sender190@synthetic-mail.example,user_0351,Synthetic business message,docx,2,17,True,False
mail_evt_000191,2026-01-01T03:11:00+00:00,sender191@synthetic-mail.example,user_0017,Synthetic business message,docx,4,9,True,False
mail_evt_000192,2026-01-01T03:12:00+00:00,sender192@synthetic-mail.example,user_0089,Synthetic business message,zip,0,30,True,False
mail_evt_000193,2026-01-01T03:13:00+00:00,sender193@synthetic-mail.example,user_0132,Synthetic business message,docx,4,16,True,False
mail_evt_000194,2026-01-01T03:14:00+00:00,sender194@synthetic-mail.example,user_0220,Synthetic business message,none,1,50,True,False
mail_evt_000195,2026-01-01T03:15:00+00:00,sender195@synthetic-mail.example,user_0071,Synthetic business message,pdf,2,33,True,False
mail_evt_000196,2026-01-01T03:16:00+00:00,sender196@synthetic-mail.example,user_0164,Synthetic business message,pdf,4,30,True,False
mail_evt_000197,2026-01-01T03:17:00+00:00,sender197@synthetic-mail.example,user_0378,Synthetic business message,docx,4,48,True,False
mail_evt_000198,2026-01-01T03:18:00+00:00,sender198@synthetic-mail.example,user_0430,Synthetic business message,none,4,35,True,False
mail_evt_000199,2026-01-01T03:19:00+00:00,sender199@synthetic-mail.example,user_0229,Synthetic business message,docx,3,36,True,False
mail_evt_000200,2026-01-01T03:20:00+00:00,sender0@synthetic-mail.example,user_0368,Synthetic business message,pdf,1,27,True,False
mail_evt_000201,2026-01-01T03:21:00+00:00,sender1@synthetic-mail.example,user_0234,Synthetic business message,docx,4,18,True,False
mail_evt_000202,2026-01-01T03:22:00+00:00,sender2@synthetic-mail.example,user_0305,Synthetic business message,docx,4,19,True,False
mail_evt_000203,2026-01-01T03:23:00+00:00,sender3@synthetic-mail.example,user_0457,Synthetic business message,pdf,0,4,True,False
mail_evt_000204,2026-01-01T03:24:00+00:00,sender4@synthetic-mail.example,user_0369,Synthetic business message,pdf,3,3,True,False
mail_evt_000205,2026-01-01T03:25:00+00:00,sender5@synthetic-mail.example,user_0453,Synthetic business message,none,1,18,True,False
mail_evt_000206,2026-01-01T03:26:00+00:00,sender6@synthetic-mail.example,user_0298,Synthetic business message,zip,3,30,True,False
mail_evt_000207,2026-01-01T03:27:00+00:00,sender7@synthetic-mail.example,user_0050,Synthetic business message,none,4,53,True,False
mail_evt_000208,2026-01-01T03:28:00+00:00,sender8@synthetic-mail.example,user_0402,Synthetic business message,pdf,2,30,True,True
mail_evt_000209,2026-01-01T03:29:00+00:00,sender9@synthetic-mail.example,user_0475,Synthetic business message,zip,3,54,True,False
mail_evt_000210,2026-01-01T03:30:00+00:00,sender10@synthetic-mail.example,user_0262,Synthetic business message,docx,0,29,True,False
mail_evt_000211,2026-01-01T03:31:00+00:00,sender11@synthetic-mail.example,user_0013,Synthetic business message,zip,0,6,True,False
mail_evt_000212,2026-01-01T03:32:00+00:00,sender12@synthetic-mail.example,user_0280,Synthetic business message,zip,3,50,True,False
mail_evt_000213,2026-01-01T03:33:00+00:00,sender13@synthetic-mail.example,user_0144,Synthetic business message,zip,4,15,True,False
mail_evt_000214,2026-01-01T03:34:00+00:00,sender14@synthetic-mail.example,user_0384,Synthetic business message,pdf,1,3,True,False
mail_evt_000215,2026-01-01T03:35:00+00:00,sender15@synthetic-mail.example,user_0349,Synthetic business message,none,4,22,True,False
mail_evt_000216,2026-01-01T03:36:00+00:00,sender16@synthetic-mail.example,user_0116,Synthetic business message,none,3,37,True,False
