event_id,timestamp,user_id,app_name,prompt_text,tool_requested,data_requested,prompt_injection_score,policy_result,response_blocked_flag
ai_evt_000099,2026-01-01T01:39:00+00:00,user_0283,SupportAgent,summarize synthetic internal ticket,search_docs,none,23,allow_with_masking,False
ai_evt_000100,2026-01-01T01:40:00+00:00,user_0259,SupportAgent,summarize synthetic internal ticket,query_metrics,public_metric,18,allow_with_masking,False
ai_evt_000101,2026-01-01T01:41:00+00:00,user_0460,EnterpriseCopilot,summarize synthetic internal ticket,none,none,23,allow_with_masking,False
ai_evt_000102,2026-01-01T01:42:00+00:00,user_0481,DataAssistant,summarize synthetic internal ticket,search_docs,support_ticket,36,allow,False
ai_evt_000103,2026-01-01T01:43:00+00:00,user_0357,EnterpriseCopilot,summarize synthetic internal ticket,none,support_ticket,12,allow_with_masking,False
ai_evt_000104,2026-01-01T01:44:00+00:00,user_0497,DataAssistant,summarize synthetic internal ticket,search_docs,support_ticket,34,allow_with_masking,False
ai_evt_000105,2026-01-01T01:45:00+00:00,user_0203,SupportAgent,summarize synthetic internal ticket,query_metrics,none,7,allow_with_masking,False
ai_evt_000106,2026-01-01T01:46:00+00:00,user_0247,DataAssistant,summarize synthetic internal ticket,none,none,18,allow_with_masking,False
ai_evt_000107,2026-01-01T01:47:00+00:00,user_0133,EnterpriseCopilot,summarize synthetic internal ticket,search_docs,public_metric,5,allow_with_masking,False
ai_evt_000108,2026-01-01T01:48:00+00:00,user_0340,SupportAgent,summarize synthetic internal ticket,query_metrics,support_ticket,43,allow_with_masking,False
ai_evt_000109,2026-01-01T01:49:00+00:00,user_0003,DataAssistant,summarize synthetic internal ticket,search_docs,none,31,allow,False
ai_evt_000110,2026-01-01T01:50:00+00:00,user_0201,SupportAgent,summarize synthetic internal ticket,none,none,44,allow,False
ai_evt_000111,2026-01-01T01:51:00+00:00,user_0398,DataAssistant,summarize synthetic internal ticket,search_docs,public_metric,24,allow,False
ai_evt_000112,2026-01-01T01:52:00+00:00,user_0409,DataAssistant,summarize synthetic internal ticket,query_metrics,support_ticket,26,allow,False
ai_evt_000113,2026-01-01T01:53:00+00:00,user_0083,EnterpriseCopilot,summarize synthetic internal ticket,search_docs,public_metric,30,allow_with_masking,False
ai_evt_000114,2026-01-01T01:54:00+00:00,user_0472,EnterpriseCopilot,summarize synthetic internal ticket,query_metrics,public_metric,34,allow_with_masking,False
ai_evt_000115,2026-01-01T01:55:00+00:00,user_0184,SupportAgent,summarize synthetic internal ticket,query_metrics,none,12,allow_with_masking,False
ai_evt_000116,2026-01-01T01:56:00+00:00,user_0216,DataAssistant,summarize synthetic internal ticket,query_metrics,none,25,allow_with_masking,False
ai_evt_000117,2026-01-01T01:57:00+00:00,user_0045,EnterpriseCopilot,summarize synthetic internal ticket,none,public_metric,42,allow,False
ai_evt_000118,2026-01-01T01:58:00+00:00,user_0241,SupportAgent,summarize synthetic internal ticket,none,support_ticket,30,allow,False
ai_evt_000119,2026-01-01T01:59:00+00:00,user_0465,EnterpriseCopilot,summarize synthetic internal ticket,search_docs,none,39,allow,False
ai_evt_000120,2026-01-01T02:00:00+00:00,user_0103,DataAssistant,summarize synthetic internal ticket,query_metrics,public_metric,35,allow_with_masking,False
ai_evt_000121,2026-01-01T02:01:00+00:00,user_0297,EnterpriseCopilot,summarize synthetic internal ticket,query_metrics,support_ticket,38,allow_with_masking,False
ai_evt_000122,2026-01-01T02:02:00+00:00,user_0360,EnterpriseCopilot,summarize synthetic internal ticket,none,public_metric,26,allow_with_masking,False
ai_evt_000123,2026-01-01T02:03:00+00:00,user_0462,EnterpriseCopilot,summarize synthetic internal ticket,search_docs,public_metric,28,allow_with_masking,False
ai_evt_000124,2026-01-01T02:04:00+00:00,user_0442,EnterpriseCopilot,summarize synthetic internal ticket,query_metrics,none,5,allow,False
ai_evt_000125,2026-01-01T02:05:00+00:00,user_0368,DataAssistant,summarize synthetic internal ticket,none,none,11,allow,False
ai_evt_000126,2026-01-01T02:06:00+00:00,user_0394,DataAssistant,summarize synthetic internal ticket,none,public_metric,34,allow,False
ai_evt_000127,2026-01-01T02:07:00+00:00,user_0130,SupportAgent,summarize synthetic internal ticket,none,none,1,allow,False
ai_evt_000128,2026-01-01T02:08:00+00:00,user_0044,EnterpriseCopilot,summarize synthetic internal ticket,query_metrics,none,28,allow_with_masking,False
ai_evt_000129,2026-01-01T02:09:00+00:00,user_0213,DataAssistant,summarize synthetic internal ticket,query_metrics,none,35,allow,False
ai_evt_000130,2026-01-01T02:10:00+00:00,user_0424,DataAssistant,summarize synthetic internal ticket,none,none,9,allow_with_masking,False
ai_evt_000131,2026-01-01T02:11:00+00:00,user_0136,EnterpriseCopilot,summarize synthetic internal ticket,query_metrics,none,43,allow_with_masking,False
ai_evt_000132,2026-01-01T02:12:00+00:00,user_0175,SupportAgent,summarize synthetic internal ticket,none,public_metric,17,allow_with_masking,False
ai_evt_000133,2026-01-01T02:13:00+00:00,user_0203,SupportAgent,summarize synthetic internal ticket,none,public_metric,2,allow_with_masking,False
ai_evt_000134,2026-01-01T02:14:00+00:00,user_0169,EnterpriseCopilot,summarize synthetic internal ticket,query_metrics,none,39,allow_with_masking,False
ai_evt_000135,2026-01-01T02:15:00+00:00,user_0202,SupportAgent,summarize synthetic internal ticket,query_metrics,none,28,allow_with_masking,False
ai_evt_000136,2026-01-01T02:16:00+00:00,user_0177,DataAssistant,summarize synthetic internal ticket,query_metrics,public_metric,4,allow,False
ai_evt_000137,2026-01-01T02:17:00+00:00,user_0330,EnterpriseCopilot,summarize synthetic internal ticket,query_metrics,none,10,allow_with_masking,False
ai_evt_000138,2026-01-01T02:18:00+00:00,user_0021,EnterpriseCopilot,summarize synthetic internal ticket,search_docs,support_ticket,32,allow,False
ai_evt_000139,2026-01-01T02:19:00+00:00,user_0171,EnterpriseCopilot,summarize synthetic internal ticket,query_metrics,support_ticket,30,allow,False
ai_evt_000140,2026-01-01T02:20:00+00:00,user_0274,DataAssistant,summarize synthetic internal ticket,query_metrics,support_ticket,11,allow_with_masking,False
ai_evt_000141,2026-01-01T02:21:00+00:00,user_0115,SupportAgent,summarize synthetic internal ticket,query_metrics,public_metric,19,allow_with_masking,False
ai_evt_000142,2026-01-01T02:22:00+00:00,user_0360,DataAssistant,summarize synthetic internal ticket,none,support_ticket,44,allow_with_masking,False
ai_evt_000143,2026-01-01T02:23:00+00:00,user_0150,SupportAgent,summarize synthetic internal ticket,query_metrics,support_ticket,1,allow,False
ai_evt_000144,2026-01-01T02:24:00+00:00,user_0497,DataAssistant,summarize synthetic internal ticket,search_docs,none,11,allow_with_masking,False
ai_evt_000145,2026-01-01T02:25:00+00:00,user_0488,DataAssistant,summarize synthetic internal ticket,search_docs,none,44,allow_with_masking,False
ai_evt_000146,2026-01-01T02:26:00+00:00,user_0269,SupportAgent,summarize synthetic internal ticket,none,support_ticket,43,allow,False
ai_evt_000147,2026-01-01T02:27:00+00:00,user_0188,SupportAgent,summarize synthetic internal ticket,search_docs,support_ticket,0,allow,False
ai_evt_000148,2026-01-01T02:28:00+00:00,user_0208,EnterpriseCopilot,summarize synthetic internal ticket,search_docs,support_ticket,16,allow,False
ai_evt_000149,2026-01-01T02:29:00+00:00,user_0405,EnterpriseCopilot,summarize synthetic internal ticket,query_metrics,public_metric,37,allow,False
ai_evt_000150,2026-01-01T02:30:00+00:00,user_0227,DataAssistant,summarize synthetic internal ticket,query_metrics,support_ticket,41,allow,False
ai_evt_000151,2026-01-01T02:31:00+00:00,user_0280,DataAssistant,summarize synthetic internal ticket,query_metrics,public_metric,41,allow_with_masking,False
ai_evt_000152,2026-01-01T02:32:00+00:00,user_0239,SupportAgent,summarize synthetic internal ticket,search_docs,support_ticket,22,allow_with_masking,False
ai_evt_000153,2026-01-01T02:33:00+00:00,user_0211,DataAssistant,summarize synthetic internal ticket,none,support_ticket,0,allow,False
ai_evt_000154,2026-01-01T02:34:00+00:00,user_0476,SupportAgent,summarize synthetic internal ticket,search_docs,none,21,allow,False
ai_evt_000155,2026-01-01T02:35:00+00:00,user_0253,EnterpriseCopilot,summarize synthetic internal ticket,query_metrics,none,38,allow_with_masking,False
ai_evt_000156,2026-01-01T02:36:00+00:00,user_0421,EnterpriseCopilot,summarize synthetic internal ticket,search_docs,public_metric,25,allow_with_masking,False
ai_evt_000157,2026-01-01T02:37:00+00:00,user_0077,EnterpriseCopilot,summarize synthetic internal ticket,search_docs,support_ticket,37,allow_with_masking,False
ai_evt_000158,2026-01-01T02:38:00+00:00,user_0409,DataAssistant,summarize synthetic internal ticket,search_docs,public_metric,24,allow,False
ai_evt_000159,2026-01-01T02:39:00+00:00,user_0067,EnterpriseCopilot,summarize synthetic internal ticket,query_metrics,none,13,allow,False
ai_evt_000160,2026-01-01T02:40:00+00:00,user_0082,EnterpriseCopilot,summarize synthetic internal ticket,query_metrics,none,10,allow_with_masking,False
ai_evt_000161,2026-01-01T02:41:00+00:00,user_0401,DataAssistant,summarize synthetic internal ticket,none,public_metric,39,allow_with_masking,False
ai_evt_000162,2026-01-01T02:42:00+00:00,user_0426,SupportAgent,summarize synthetic internal ticket,query_metrics,support_ticket,21,allow_with_masking,False
ai_evt_000163,2026-01-01T02:43:00+00:00,user_0473,DataAssistant,summarize synthetic internal ticket,none,support_ticket,20,allow_with_masking,False
ai_evt_000164,2026-01-01T02:44:00+00:00,user_0132,SupportAgent,summarize synthetic internal ticket,none,support_ticket,27,allow,False
ai_evt_000165,2026-01-01T02:45:00+00:00,user_0365,SupportAgent,summarize synthetic internal ticket,search_docs,support_ticket,17,allow_with_masking,False
ai_evt_000166,2026-01-01T02:46:00+00:00,user_0416,DataAssistant,summarize synthetic internal ticket,query_metrics,support_ticket,26,allow_with_masking,False
ai_evt_000167,2026-01-01T02:47:00+00:00,user_0021,DataAssistant,summarize synthetic internal ticket,query_metrics,none,32,allow,False
ai_evt_000168,2026-01-01T02:48:00+00:00,user_0119,EnterpriseCopilot,summarize synthetic internal ticket,none,support_ticket,8,allow_with_masking,False
ai_evt_000169,2026-01-01T02:49:00+00:00,user_0207,EnterpriseCopilot,summarize synthetic internal ticket,query_metrics,public_metric,38,allow,False
ai_evt_000170,2026-01-01T02:50:00+00:00,user_0205,DataAssistant,summarize synthetic internal ticket,search_docs,support_ticket,20,allow,False
ai_evt_000171,2026-01-01T02:51:00+00:00,user_0338,DataAssistant,summarize synthetic internal ticket,query_metrics,support_ticket,2,allow,False
ai_evt_000172,2026-01-01T02:52:00+00:00,user_0335,DataAssistant,summarize synthetic internal ticket,query_metrics,public_metric,34,allow_with_masking,False
ai_evt_000173,2026-01-01T02:53:00+00:00,user_0116,DataAssistant,summarize synthetic internal ticket,query_metrics,public_metric,39,allow_with_masking,False
ai_evt_000174,2026-01-01T02:54:00+00:00,user_0067,EnterpriseCopilot,summarize synthetic internal ticket,search_docs,none,1,allow,False
ai_evt_000175,2026-01-01T02:55:00+00:00,user_0034,EnterpriseCopilot,summarize synthetic internal ticket,none,public_metric,0,allow,False
ai_evt_000176,2026-01-01T02:56:00+00:00,user_0178,DataAssistant,summarize synthetic internal ticket,search_docs,public_metric,29,allow,False
ai_evt_000177,2026-01-01T02:57:00+00:00,user_0075,SupportAgent,summarize synthetic internal ticket,none,support_ticket,37,allow,False
ai_evt_000178,2026-01-01T02:58:00+00:00,user_0100,SupportAgent,summarize synthetic internal ticket,none,support_ticket,31,allow,False
ai_evt_000179,2026-01-01T02:59:00+00:00,user_0426,SupportAgent,summarize synthetic internal ticket,query_metrics,public_metric,13,allow_with_masking,False
ai_evt_000180,2026-01-01T03:00:00+00:00,user_0185,DataAssistant,summarize synthetic internal ticket,search_docs,support_ticket,0,allow,False
ai_evt_000181,2026-01-01T03:01:00+00:00,user_0201,EnterpriseCopilot,summarize synthetic internal ticket,none,public_metric,38,allow,False
ai_evt_000182,2026-01-01T03:02:00+00:00,user_0425,DataAssistant,summarize synthetic internal ticket,search_docs,none,37,allow,False
ai_evt_000183,2026-01-01T03:03:00+00:00,user_0331,DataAssistant,summarize synthetic internal ticket,none,support_ticket,32,allow_with_masking,False
ai_evt_000184,2026-01-01T03:04:00+00:00,user_0230,EnterpriseCopilot,summarize synthetic internal ticket,query_metrics,public_metric,35,allow_with_masking,False
ai_evt_000185,2026-01-01T03:05:00+00:00,user_0305,SupportAgent,summarize synthetic internal ticket,query_metrics,public_metric,9,allow,False
ai_evt_000186,2026-01-01T03:06:00+00:00,user_0287,EnterpriseCopilot,summarize synthetic internal ticket,none,none,42,allow,False
ai_evt_000187,2026-01-01T03:07:00+00:00,user_0089,SupportAgent,summarize synthetic internal ticket,query_metrics,none,29,allow_with_masking,False
ai_evt_000188,2026-01-01T03:08:00+00:00,user_0126,EnterpriseCopilot,summarize synthetic internal ticket,query_metrics,support_ticket,36,allow,False
ai_evt_000189,2026-01-01T03:09:00+00:00,user_0391,EnterpriseCopilot,summarize synthetic internal ticket,search_docs,support_ticket,42,allow,False
ai_evt_000190,2026-01-01T03:10:00+00:00,user_0221,DataAssistant,summarize synthetic internal ticket,search_docs,none,44,allow,False
ai_evt_000191,2026-01-01T03:11:00+00:00,user_0264,EnterpriseCopilot,summarize synthetic internal ticket,none,support_ticket,29,allow_with_masking,False
ai_evt_000192,2026-01-01T03:12:00+00:00,user_0477,DataAssistant,summarize synthetic internal ticket,query_metrics,none,22,allow_with_masking,False
ai_evt_000193,2026-01-01T03:13:00+00:00,user_0413,EnterpriseCopilot,summarize synthetic internal ticket,search_docs,none,39,allow,False
ai_evt_000194,2026-01-01T03:14:00+00:00,user_0255,DataAssistant,summarize synthetic internal ticket,search_docs,none,9,allow,False
ai_evt_000195,2026-01-01T03:15:00+00:00,user_0435,EnterpriseCopilot,summarize synthetic internal ticket,query_metrics,public_metric,25,allow,False
