event_id,timestamp,app_name,user_id,action,object_type,object_id,sharing_scope,result
saas_evt_000021,2026-01-01T00:21:00+00:00,SalesDesk,user_0361,oauth_consent,folder,object_0021,private,success
saas_evt_000022,2026-01-01T00:22:00+00:00,SalesDesk,user_0135,oauth_consent,oauth_app,object_0022,private,success
saas_evt_000023,2026-01-01T00:23:00+00:00,DriveBox,user_0135,oauth_consent,oauth_app,object_0023,private,success
saas_evt_000024,2026-01-01T00:24:00+00:00,WikiHub,user_0220,download,folder,object_0024,private,success
saas_evt_000025,2026-01-01T00:25:00+00:00,SalesDesk,user_0270,share,oauth_app,object_0025,team,success
saas_evt_000026,2026-01-01T00:26:00+00:00,DriveBox,user_0491,oauth_consent,oauth_app,object_0026,private,success
saas_evt_000027,2026-01-01T00:27:00+00:00,WikiHub,user_0415,download,document,object_0027,private,success
saas_evt_000028,2026-01-01T00:28:00+00:00,WikiHub,user_0198,share,oauth_app,object_0028,team,success
saas_evt_000029,2026-01-01T00:29:00+00:00,WikiHub,user_0463,oauth_consent,folder,object_0029,team,success
saas_evt_000030,2026-01-01T00:30:00+00:00,DriveBox,user_0227,download,oauth_app,object_0030,private,success
saas_evt_000031,2026-01-01T00:31:00+00:00,DriveBox,user_0408,share,document,object_0031,private,success
saas_evt_000032,2026-01-01T00:32:00+00:00,DriveBox,user_0223,download,oauth_app,object_0032,private,success
saas_evt_000033,2026-01-01T00:33:00+00:00,DriveBox,user_0060,oauth_consent,folder,object_0033,private,success
saas_evt_000034,2026-01-01T00:34:00+00:00,WikiHub,user_0451,download,folder,object_0034,private,success
saas_evt_000035,2026-01-01T00:35:00+00:00,WikiHub,user_0452,download,folder,object_0035,private,success
saas_evt_000036,2026-01-01T00:36:00+00:00,SalesDesk,user_0316,oauth_consent,document,object_0036,private,success
saas_evt_000037,2026-01-01T00:37:00+00:00,WikiHub,user_0389,view,document,object_0037,private,success
saas_evt_000038,2026-01-01T00:38:00+00:00,DriveBox,user_0260,oauth_consent,folder,object_0038,team,success
saas_evt_000039,2026-01-01T00:39:00+00:00,SalesDesk,user_0154,oauth_consent,folder,object_0039,private,success
saas_evt_000040,2026-01-01T00:40:00+00:00,SalesDesk,user_0007,download,document,object_0040,private,success
saas_evt_000041,2026-01-01T00:41:00+00:00,DriveBox,user_0238,oauth_consent,oauth_app,object_0041,private,success
saas_evt_000042,2026-01-01T00:42:00+00:00,WikiHub,user_0121,oauth_consent,document,object_0042,private,success
saas_evt_000043,2026-01-01T00:43:00+00:00,WikiHub,user_0165,share,folder,object_0043,private,success
saas_evt_000044,2026-01-01T00:44:00+00:00,WikiHub,user_0440,oauth_consent,oauth_app,object_0044,private,success
saas_evt_000045,2026-01-01T00:45:00+00:00,WikiHub,user_0166,view,document,object_0045,private,success
saas_evt_000046,2026-01-01T00:46:00+00:00,DriveBox,user_0188,view,document,object_0046,private,success
saas_evt_000047,2026-01-01T00:47:00+00:00,WikiHub,user_0009,oauth_consent,document,object_0047,team,success
saas_evt_000048,2026-01-01T00:48:00+00:00,WikiHub,user_0179,view,oauth_app,object_0048,team,success
saas_evt_000049,2026-01-01T00:49:00+00:00,SalesDesk,user_0423,share,document,object_0049,private,success
saas_evt_000050,2026-01-01T00:50:00+00:00,DriveBox,user_0251,download,document,object_0050,private,success
saas_evt_000051,2026-01-01T00:51:00+00:00,SalesDesk,user_0144,view,folder,object_0051,team,success
saas_evt_000052,2026-01-01T00:52:00+00:00,DriveBox,user_0129,view,oauth_app,object_0052,private,success
saas_evt_000053,2026-01-01T00:53:00+00:00,WikiHub,user_0441,oauth_consent,document,object_0053,private,success
saas_evt_000054,2026-01-01T00:54:00+00:00,SalesDesk,user_0159,view,document,object_0054,private,success
saas_evt_000055,2026-01-01T00:55:00+00:00,SalesDesk,user_0264,oauth_consent,oauth_app,object_0055,team,success
saas_evt_000056,2026-01-01T00:56:00+00:00,WikiHub,user_0155,share,oauth_app,object_0056,private,success
saas_evt_000057,2026-01-01T00:57:00+00:00,SalesDesk,user_0392,view,oauth_app,object_0057,private,success
saas_evt_000058,2026-01-01T00:58:00+00:00,DriveBox,user_0003,share,document,object_0058,private,success
saas_evt_000059,2026-01-01T00:59:00+00:00,WikiHub,user_0211,view,folder,object_0059,private,success
saas_evt_000060,2026-01-01T01:00:00+00:00,SalesDesk,user_0371,share,document,object_0060,private,success
saas_evt_000061,2026-01-01T01:01:00+00:00,DriveBox,user_0164,share,folder,object_0061,team,success
saas_evt_000062,2026-01-01T01:02:00+00:00,SalesDesk,user_0482,view,document,object_0062,private,success
saas_evt_000063,2026-01-01T01:03:00+00:00,WikiHub,user_0391,oauth_consent,document,object_0063,team,success
saas_evt_000064,2026-01-01T01:04:00+00:00,WikiHub,user_0013,share,document,object_0064,team,success
saas_evt_000065,2026-01-01T01:05:00+00:00,DriveBox,user_0330,oauth_consent,oauth_app,object_0065,public,success
saas_evt_000066,2026-01-01T01:06:00+00:00,DriveBox,user_0107,download,folder,object_0066,private,success
saas_evt_000067,2026-01-01T01:07:00+00:00,SalesDesk,user_0047,share,document,object_0067,private,success
saas_evt_000068,2026-01-01T01:08:00+00:00,DriveBox,user_0488,share,oauth_app,object_0068,team,success
saas_evt_000069,2026-01-01T01:09:00+00:00,SalesDesk,user_0277,view,folder,object_0069,private,success
saas_evt_000070,2026-01-01T01:10:00+00:00,SalesDesk,user_0215,oauth_consent,document,object_0070,private,success
saas_evt_000071,2026-01-01T01:11:00+00:00,DriveBox,user_0372,download,oauth_app,object_0071,team,success
saas_evt_000072,2026-01-01T01:12:00+00:00,DriveBox,user_0083,share,oauth_app,object_0072,private,success
saas_evt_000073,2026-01-01T01:13:00+00:00,DriveBox,user_0320,view,oauth_app,object_0073,private,success
saas_evt_000074,2026-01-01T01:14:00+00:00,DriveBox,user_0337,download,document,object_0074,private,success
saas_evt_000075,2026-01-01T01:15:00+00:00,SalesDesk,user_0451,share,document,object_0075,private,success
saas_evt_000076,2026-01-01T01:16:00+00:00,SalesDesk,user_0378,oauth_consent,document,object_0076,team,success
saas_evt_000077,2026-01-01T01:17:00+00:00,SalesDesk,user_0442,oauth_consent,document,object_0077,private,success
saas_evt_000078,2026-01-01T01:18:00+00:00,WikiHub,user_0264,view,oauth_app,object_0078,private,success
saas_evt_000079,2026-01-01T01:19:00+00:00,SalesDesk,user_0151,view,oauth_app,object_0079,private,success
saas_evt_000080,2026-01-01T01:20:00+00:00,DriveBox,user_0080,share,document,object_0080,private,success
saas_evt_000081,2026-01-01T01:21:00+00:00,DriveBox,user_0034,share,document,object_0081,private,success
saas_evt_000082,2026-01-01T01:22:00+00:00,DriveBox,user_0024,oauth_consent,oauth_app,object_0082,private,success
saas_evt_000083,2026-01-01T01:23:00+00:00,WikiHub,user_0469,oauth_consent,document,object_0083,private,success
saas_evt_000084,2026-01-01T01:24:00+00:00,SalesDesk,user_0005,oauth_consent,document,object_0084,team,success
saas_evt_000085,2026-01-01T01:25:00+00:00,SalesDesk,user_0328,view,folder,object_0085,private,success
saas_evt_000086,2026-01-01T01:26:00+00:00,DriveBox,user_0406,share,folder,object_0086,private,success
saas_evt_000087,2026-01-01T01:27:00+00:00,DriveBox,user_0004,download,folder,object_0087,private,success
saas_evt_000088,2026-01-01T01:28:00+00:00,DriveBox,user_0046,share,folder,object_0088,private,success
saas_evt_000089,2026-01-01T01:29:00+00:00,WikiHub,user_0261,share,document,object_0089,private,success
saas_evt_000090,2026-01-01T01:30:00+00:00,DriveBox,user_0369,oauth_consent,oauth_app,object_0090,private,success
saas_evt_000091,2026-01-01T01:31:00+00:00,SalesDesk,user_0066,share,folder,object_0091,private,success
saas_evt_000092,2026-01-01T01:32:00+00:00,DriveBox,user_0195,oauth_consent,folder,object_0092,private,success
saas_evt_000093,2026-01-01T01:33:00+00:00,SalesDesk,user_0478,oauth_consent,document,object_0093,private,success
saas_evt_000094,2026-01-01T01:34:00+00:00,DriveBox,user_0247,oauth_consent,folder,object_0094,private,success
saas_evt_000095,2026-01-01T01:35:00+00:00,DriveBox,user_0341,oauth_consent,oauth_app,object_0095,private,success
saas_evt_000096,2026-01-01T01:36:00+00:00,DriveBox,user_0380,view,document,object_0096,private,success
saas_evt_000097,2026-01-01T01:37:00+00:00,DriveBox,user_0402,share,document,object_0097,private,success
saas_evt_000098,2026-01-01T01:38:00+00:00,DriveBox,user_0040,share,folder,object_0098,team,success
saas_evt_000099,2026-01-01T01:39:00+00:00,SalesDesk,user_0351,share,folder,object_0099,private,success
saas_evt_000100,2026-01-01T01:40:00+00:00,SalesDesk,user_0137,oauth_consent,document,object_0100,private,success
saas_evt_000101,2026-01-01T01:41:00+00:00,WikiHub,user_0021,view,folder,object_0101,private,success
saas_evt_000102,2026-01-01T01:42:00+00:00,WikiHub,user_0272,download,folder,object_0102,team,success
saas_evt_000103,2026-01-01T01:43:00+00:00,SalesDesk,user_0359,view,folder,object_0103,private,success
saas_evt_000104,2026-01-01T01:44:00+00:00,WikiHub,user_0372,download,folder,object_0104,private,success
saas_evt_000105,2026-01-01T01:45:00+00:00,DriveBox,user_0011,download,folder,object_0105,private,success
saas_evt_000106,2026-01-01T01:46:00+00:00,WikiHub,user_0490,oauth_consent,document,object_0106,private,success
saas_evt_000107,2026-01-01T01:47:00+00:00,DriveBox,user_0230,download,oauth_app,object_0107,private,success
saas_evt_000108,2026-01-01T01:48:00+00:00,SalesDesk,user_0069,share,oauth_app,object_0108,private,success
saas_evt_000109,2026-01-01T01:49:00+00:00,WikiHub,user_0355,oauth_consent,document,object_0109,private,success
saas_evt_000110,2026-01-01T01:50:00+00:00,WikiHub,user_0009,view,oauth_app,object_0110,private,success
saas_evt_000111,2026-01-01T01:51:00+00:00,WikiHub,user_0235,share,oauth_app,object_0111,team,success
saas_evt_000112,2026-01-01T01:52:00+00:00,WikiHub,user_0092,view,folder,object_0112,private,success
saas_evt_000113,2026-01-01T01:53:00+00:00,DriveBox,user_0167,oauth_consent,folder,object_0113,team,success
saas_evt_000114,2026-01-01T01:54:00+00:00,SalesDesk,user_0300,share,oauth_app,object_0114,team,success
saas_evt_000115,2026-01-01T01:55:00+00:00,DriveBox,user_0301,oauth_consent,folder,object_0115,private,success
saas_evt_000116,2026-01-01T01:56:00+00:00,SalesDesk,user_0205,view,folder,object_0116,team,success
saas_evt_000117,2026-01-01T01:57:00+00:00,WikiHub,user_0004,share,document,object_0117,private,success
saas_evt_000118,2026-01-01T01:58:00+00:00,SalesDesk,user_0140,download,folder,object_0118,private,success
saas_evt_000119,2026-01-01T01:59:00+00:00,WikiHub,user_0249,view,folder,object_0119,private,success
saas_evt_000120,2026-01-01T02:00:00+00:00,SalesDesk,user_0493,view,folder,object_0120,private,success
saas_evt_000121,2026-01-01T02:01:00+00:00,DriveBox,user_0215,share,oauth_app,object_0121,private,success
saas_evt_000122,2026-01-01T02:02:00+00:00,SalesDesk,user_0094,oauth_consent,document,object_0122,private,success
saas_evt_000123,2026-01-01T02:03:00+00:00,SalesDesk,user_0362,download,folder,object_0123,public,success
saas_evt_000124,2026-01-01T02:04:00+00:00,DriveBox,user_0159,view,folder,object_0124,team,success
saas_evt_000125,2026-01-01T02:05:00+00:00,WikiHub,user_0042,download,oauth_app,object_0125,private,success
saas_evt_000126,2026-01-01T02:06:00+00:00,DriveBox,user_0112,oauth_consent,oauth_app,object_0126,private,success
saas_evt_000127,2026-01-01T02:07:00+00:00,SalesDesk,user_0384,share,folder,object_0127,private,success
saas_evt_000128,2026-01-01T02:08:00+00:00,SalesDesk,user_0273,download,folder,object_0128,team,success
saas_evt_000129,2026-01-01T02:09:00+00:00,DriveBox,user_0500,download,folder,object_0129,public,success
saas_evt_000130,2026-01-01T02:10:00+00:00,SalesDesk,user_0024,share,document,object_0130,private,success
saas_evt_000131,2026-01-01T02:11:00+00:00,WikiHub,user_0431,share,document,object_0131,private,success
saas_evt_000132,2026-01-01T02:12:00+00:00,WikiHub,user_0083,download,oauth_app,object_0132,team,success
saas_evt_000133,2026-01-01T02:13:00+00:00,WikiHub,user_0373,oauth_consent,folder,object_0133,private,success
saas_evt_000134,2026-01-01T02:14:00+00:00,SalesDesk,user_0020,view,document,object_0134,public,success
saas_evt_000135,2026-01-01T02:15:00+00:00,SalesDesk,user_0084,oauth_consent,folder,object_0135,private,success
saas_evt_000136,2026-01-01T02:16:00+00:00,SalesDesk,user_0057,download,folder,object_0136,private,success
saas_evt_000137,2026-01-01T02:17:00+00:00,DriveBox,user_0015,oauth_consent,document,object_0137,private,success
saas_evt_000138,2026-01-01T02:18:00+00:00,SalesDesk,user_0328,oauth_consent,document,object_0138,private,success
saas_evt_000139,2026-01-01T02:19:00+00:00,WikiHub,user_0093,share,document,object_0139,private,success
saas_evt_000140,2026-01-01T02:20:00+00:00,SalesDesk,user_0216,download,oauth_app,object_0140,private,success
saas_evt_000141,2026-01-01T02:21:00+00:00,DriveBox,user_0265,oauth_consent,document,object_0141,private,success
saas_evt_000142,2026-01-01T02:22:00+00:00,WikiHub,user_0074,oauth_consent,oauth_app,object_0142,private,success
saas_evt_000143,2026-01-01T02:23:00+00:00,DriveBox,user_0198,share,folder,object_0143,private,success
saas_evt_000144,2026-01-01T02:24:00+00:00,WikiHub,user_0071,view,oauth_app,object_0144,private,success
saas_evt_000145,2026-01-01T02:25:00+00:00,SalesDesk,user_0136,oauth_consent,document,object_0145,private,success
saas_evt_000146,2026-01-01T02:26:00+00:00,WikiHub,user_0018,download,folder,object_0146,private,success
saas_evt_000147,2026-01-01T02:27:00+00:00,DriveBox,user_0435,share,document,object_0147,team,success
saas_evt_000148,2026-01-01T02:28:00+00:00,DriveBox,user_0472,view,folder,object_0148,private,success
saas_evt_000149,2026-01-01T02:29:00+00:00,WikiHub,user_0403,download,folder,object_0149,private,success
saas_evt_000150,2026-01-01T02:30:00+00:00,DriveBox,user_0161,view,folder,object_0150,private,success
saas_evt_000151,2026-01-01T02:31:00+00:00,DriveBox,user_0027,oauth_consent,oauth_app,object_0151,private,success
saas_evt_000152,2026-01-01T02:32:00+00:00,DriveBox,user_0240,oauth_consent,oauth_app,object_0152,private,success
saas_evt_000153,2026-01-01T02:33:00+00:00,DriveBox,user_0223,oauth_consent,folder,object_0153,private,success
saas_evt_000154,2026-01-01T02:34:00+00:00,SalesDesk,user_0167,download,oauth_app,object_0154,private,success
saas_evt_000155,2026-01-01T02:35:00+00:00,SalesDesk,user_0069,download,folder,object_0155,private,success
saas_evt_000156,2026-01-01T02:36:00+00:00,WikiHub,user_0485,view,oauth_app,object_0156,team,success
saas_evt_000157,2026-01-01T02:37:00+00:00,SalesDesk,user_0047,oauth_consent,oauth_app,object_0157,team,success
saas_evt_000158,2026-01-01T02:38:00+00:00,SalesDesk,user_0283,download,oauth_app,object_0158,team,success
saas_evt_000159,2026-01-01T02:39:00+00:00,WikiHub,user_0190,view,folder,object_0159,private,success
saas_evt_000160,2026-01-01T02:40:00+00:00,DriveBox,user_0074,share,oauth_app,object_0160,private,success
saas_evt_000161,2026-01-01T02:41:00+00:00,DriveBox,user_0049,oauth_consent,oauth_app,object_0161,private,success
saas_evt_000162,2026-01-01T02:42:00+00:00,DriveBox,user_0420,download,oauth_app,object_0162,private,success
saas_evt_000163,2026-01-01T02:43:00+00:00,SalesDesk,user_0124,share,folder,object_0163,private,success
saas_evt_000164,2026-01-01T02:44:00+00:00,SalesDesk,user_0203,view,document,object_0164,private,success
saas_evt_000165,2026-01-01T02:45:00+00:00,WikiHub,user_0112,oauth_consent,document,object_0165,team,success
saas_evt_000166,2026-01-01T02:46:00+00:00,WikiHub,user_0174,share,oauth_app,object_0166,private,success
saas_evt_000167,2026-01-01T02:47:00+00:00,SalesDesk,user_0006,view,document,object_0167,private,success
saas_evt_000168,2026-01-01T02:48:00+00:00,WikiHub,user_0374,oauth_consent,folder,object_0168,private,success
saas_evt_000169,2026-01-01T02:49:00+00:00,WikiHub,user_0106,download,folder,object_0169,private,success
saas_evt_000170,2026-01-01T02:50:00+00:00,WikiHub,user_0303,share,folder,object_0170,team,success
saas_evt_000171,2026-01-01T02:51:00+00:00,DriveBox,user_0240,share,folder,object_0171,team,success
saas_evt_000172,2026-01-01T02:52:00+00:00,DriveBox,user_0461,share,folder,object_0172,private,success
saas_evt_000173,2026-01-01T02:53:00+00:00,SalesDesk,user_0038,download,oauth_app,object_0173,team,success
saas_evt_000174,2026-01-01T02:54:00+00:00,DriveBox,user_0207,view,document,object_0174,private,success
saas_evt_000175,2026-01-01T02:55:00+00:00,SalesDesk,user_0427,download,document,object_0175,private,success
saas_evt_000176,2026-01-01T02:56:00+00:00,WikiHub,user_0362,oauth_consent,folder,object_0176,private,success
saas_evt_000177,2026-01-01T02:57:00+00:00,WikiHub,user_0473,view,document,object_0177,team,success
saas_evt_000178,2026-01-01T02:58:00+00:00,SalesDesk,user_0440,share,oauth_app,object_0178,private,success
saas_evt_000179,2026-01-01T02:59:00+00:00,DriveBox,user_0224,download,folder,object_0179,team,success
saas_evt_000180,2026-01-01T03:00:00+00:00,DriveBox,user_0277,oauth_consent,folder,object_0180,private,success
saas_evt_000181,2026-01-01T03:01:00+00:00,DriveBox,user_0047,share,oauth_app,object_0181,private,success
saas_evt_000182,2026-01-01T03:02:00+00:00,SalesDesk,user_0147,download,folder,object_0182,private,success
saas_evt_000183,2026-01-01T03:03:00+00:00,SalesDesk,user_0016,share,oauth_app,object_0183,team,success
saas_evt_000184,2026-01-01T03:04:00+00:00,WikiHub,user_0373,oauth_consent,oauth_app,object_0184,team,success
saas_evt_000185,2026-01-01T03:05:00+00:00,WikiHub,user_0118,download,oauth_app,object_0185,private,success
saas_evt_000186,2026-01-01T03:06:00+00:00,SalesDesk,user_0380,share,folder,object_0186,private,success
saas_evt_000187,2026-01-01T03:07:00+00:00,SalesDesk,user_0490,download,document,object_0187,team,success
saas_evt_000188,2026-01-01T03:08:00+00:00,SalesDesk,user_0370,download,oauth_app,object_0188,team,success
saas_evt_000189,2026-01-01T03:09:00+00:00,WikiHub,user_0332,download,document,object_0189,private,success
saas_evt_000190,2026-01-01T03:10:00+00:00,DriveBox,user_0413,share,document,object_0190,private,success
saas_evt_000191,2026-01-01T03:11:00+00:00,WikiHub,user_0255,view,folder,object_0191,private,success
saas_evt_000192,2026-01-01T03:12:00+00:00,SalesDesk,user_0140,view,oauth_app,object_0192,private,success
saas_evt_000193,2026-01-01T03:13:00+00:00,WikiHub,user_0319,download,document,object_0193,public,success
saas_evt_000194,2026-01-01T03:14:00+00:00,DriveBox,user_0365,oauth_consent,folder,object_0194,private,success
saas_evt_000195,2026-01-01T03:15:00+00:00,SalesDesk,user_0327,view,folder,object_0195,team,success
saas_evt_000196,2026-01-01T03:16:00+00:00,SalesDesk,user_0258,share,document,object_0196,private,success
saas_evt_000197,2026-01-01T03:17:00+00:00,SalesDesk,user_0186,view,oauth_app,object_0197,private,success
saas_evt_000198,2026-01-01T03:18:00+00:00,WikiHub,user_0304,view,oauth_app,object_0198,private,success
saas_evt_000199,2026-01-01T03:19:00+00:00,WikiHub,user_0465,oauth_consent,document,object_0199,private,success
saas_evt_000200,2026-01-01T03:20:00+00:00,DriveBox,user_0155,view,document,object_0200,private,success
saas_evt_000201,2026-01-01T03:21:00+00:00,DriveBox,user_0100,share,document,object_0201,private,success
saas_evt_000202,2026-01-01T03:22:00+00:00,SalesDesk,user_0455,oauth_consent,document,object_0202,private,success
saas_evt_000203,2026-01-01T03:23:00+00:00,WikiHub,user_0451,view,oauth_app,object_0203,private,success
saas_evt_000204,2026-01-01T03:24:00+00:00,DriveBox,user_0131,download,folder,object_0204,private,success
saas_evt_000205,2026-01-01T03:25:00+00:00,SalesDesk,user_0446,view,oauth_app,object_0205,private,success
saas_evt_000206,2026-01-01T03:26:00+00:00,WikiHub,user_0087,share,oauth_app,object_0206,team,success
saas_evt_000207,2026-01-01T03:27:00+00:00,DriveBox,user_0069,oauth_consent,document,object_0207,private,success
saas_evt_000208,2026-01-01T03:28:00+00:00,SalesDesk,user_0141,share,oauth_app,object_0208,team,success
saas_evt_000209,2026-01-01T03:29:00+00:00,WikiHub,user_0484,view,oauth_app,object_0209,team,success
saas_evt_000210,2026-01-01T03:30:00+00:00,SalesDesk,user_0217,share,oauth_app,object_0210,private,success
saas_evt_000211,2026-01-01T03:31:00+00:00,DriveBox,user_0245,oauth_consent,document,object_0211,private,success
saas_evt_000212,2026-01-01T03:32:00+00:00,DriveBox,user_0039,share,document,object_0212,team,success
saas_evt_000213,2026-01-01T03:33:00+00:00,DriveBox,user_0174,view,folder,object_0213,private,success
saas_evt_000214,2026-01-01T03:34:00+00:00,WikiHub,user_0091,oauth_consent,document,object_0214,private,success
saas_evt_000215,2026-01-01T03:35:00+00:00,DriveBox,user_0475,view,folder,object_0215,private,success
saas_evt_000216,2026-01-01T03:36:00+00:00,SalesDesk,user_0245,share,document,object_0216,private,success
saas_evt_000217,2026-01-01T03:37:00+00:00,SalesDesk,user_0419,share,oauth_app,object_0217,team,success
saas_evt_000218,2026-01-01T03:38:00+00:00,DriveBox,user_0314,download,folder,object_0218,private,success
saas_evt_000219,2026-01-01T03:39:00+00:00,WikiHub,user_0405,share,document,object_0219,private,success
saas_evt_000220,2026-01-01T03:40:00+00:00,SalesDesk,user_0316,view,folder,object_0220,private,success
saas_evt_000221,2026-01-01T03:41:00+00:00,DriveBox,user_0193,share,document,object_0221,private,success
saas_evt_000222,2026-01-01T03:42:00+00:00,WikiHub,user_0462,view,oauth_app,object_0222,private,success
saas_evt_000223,2026-01-01T03:43:00+00:00,WikiHub,user_0104,download,folder,object_0223,private,success
saas_evt_000224,2026-01-01T03:44:00+00:00,SalesDesk,user_0042,oauth_consent,folder,object_0224,private,success
saas_evt_000225,2026-01-01T03:45:00+00:00,WikiHub,user_0256,download,document,object_0225,team,success
saas_evt_000226,2026-01-01T03:46:00+00:00,DriveBox,user_0182,oauth_consent,folder,object_0226,private,success
saas_evt_000227,2026-01-01T03:47:00+00:00,WikiHub,user_0311,view,oauth_app,object_0227,private,success
saas_evt_000228,2026-01-01T03:48:00+00:00,WikiHub,user_0250,download,folder,object_0228,private,success
saas_evt_000229,2026-01-01T03:49:00+00:00,WikiHub,user_0428,view,folder,object_0229,private,success
saas_evt_000230,2026-01-01T03:50:00+00:00,SalesDesk,user_0154,oauth_consent,document,object_0230,team,success
saas_evt_000231,2026-01-01T03:51:00+00:00,SalesDesk,user_0321,view,folder,object_0231,public,success
saas_evt_000232,2026-01-01T03:52:00+00:00,DriveBox,user_0341,download,folder,object_0232,team,success
saas_evt_000233,2026-01-01T03:53:00+00:00,DriveBox,user_0293,oauth_consent,document,object_0233,private,success
saas_evt_000234,2026-01-01T03:54:00+00:00,WikiHub,user_0103,share,folder,object_0234,private,success
saas_evt_000235,2026-01-01T03:55:00+00:00,DriveBox,user_0474,oauth_consent,folder,object_0235,private,success
saas_evt_000236,2026-01-01T03:56:00+00:00,DriveBox,user_0485,view,oauth_app,object_0236,private,success
saas_evt_000237,2026-01-01T03:57:00+00:00,DriveBox,user_0476,view,document,object_0237,team,success
saas_evt_000238,2026-01-01T03:58:00+00:00,SalesDesk,user_0282,share,document,object_0238,team,success
saas_evt_000239,2026-01-01T03:59:00+00:00,WikiHub,user_0410,share,oauth_app,object_0239,private,success
saas_evt_000240,2026-01-01T04:00:00+00:00,SalesDesk,user_0498,share,document,object_0240,private,success
saas_evt_000241,2026-01-01T04:01:00+00:00,WikiHub,user_0114,oauth_consent,document,object_0241,private,success
saas_evt_000242,2026-01-01T04:02:00+00:00,DriveBox,user_0175,share,folder,object_0242,private,success
saas_evt_000243,2026-01-01T04:03:00+00:00,SalesDesk,user_0454,view,document,object_0243,private,success
saas_evt_000244,2026-01-01T04:04:00+00:00,DriveBox,user_0096,oauth_consent,document,object_0244,private,success
saas_evt_000245,2026-01-01T04:05:00+00:00,SalesDesk,user_0044,download,document,object_0245,private,success
saas_evt_000246,2026-01-01T04:06:00+00:00,DriveBox,user_0314,oauth_consent,folder,object_0246,private,success
saas_evt_000247,2026-01-01T04:07:00+00:00,SalesDesk,user_0257,oauth_consent,document,object_0247,private,success
saas_evt_000248,2026-01-01T04:08:00+00:00,DriveBox,user_0308,share,oauth_app,object_0248,private,success
saas_evt_000249,2026-01-01T04:09:00+00:00,SalesDesk,user_0143,view,document,object_0249,team,success
saas_evt_000250,2026-01-01T04:10:00+00:00,DriveBox,user_0029,download,folder,object_0250,private,success
saas_evt_000251,2026-01-01T04:11:00+00:00,SalesDesk,user_0002,download,folder,object_0251,private,success
saas_evt_000252,2026-01-01T04:12:00+00:00,SalesDesk,user_0068,view,oauth_app,object_0252,team,success
saas_evt_000253,2026-01-01T04:13:00+00:00,SalesDesk,user_0232,share,oauth_app,object_0253,private,success
saas_evt_000254,2026-01-01T04:14:00+00:00,DriveBox,user_0329,download,folder,object_0254,private,success
saas_evt_000255,2026-01-01T04:15:00+00:00,WikiHub,user_0390,share,folder,object_0255,private,success
saas_evt_000256,2026-01-01T04:16:00+00:00,SalesDesk,user_0108,share,oauth_app,object_0256,private,success
saas_evt_000257,2026-01-01T04:17:00+00:00,DriveBox,user_0216,oauth_consent,oauth_app,object_0257,private,success
saas_evt_000258,2026-01-01T04:18:00+00:00,WikiHub,user_0389,download,oauth_app,object_0258,private,success
saas_evt_000259,2026-01-01T04:19:00+00:00,DriveBox,user_0082,view,oauth_app,object_0259,public,success
